10 	0.635774813091 	0.675408337143 	0.500876014205 	0.458897524348 	0.696355097461 	0.56773917219675 	0.543141 	
25 	0.679920659564 	0.719044948767 	0.520008897993 	0.465305706301 	0.777877365267 	0.59607005315625 	0.604745 	
50 	0.697925645542 	0.731657797099 	0.531225874152 	0.469234156579 	0.80763875876 	0.607510868343 	0.650508 	
75 	0.706771206605 	0.738858469742 	0.491900014087 	0.473251536087 	0.822114879263 	0.60269530663025 	0.67734 	
100 	0.709533856914 	0.740305943031 	0.540778728559 	0.472994568827 	0.827877740007 	0.61590327433275 	0.692947 	
150 	0.712630184277 	0.743007659296 	0.54436426788 	0.4739198598 	0.834077796488 	0.61848049281325 	0.714673 	
200 	0.716301253332 	0.744442806102 	0.546031872058 	0.476374978733 	0.837550048205 	0.62078772755625 	0.730842 	
250 	0.722223183819 	0.749636516493 	0.551337718214 	0.482515701498 	0.843211265516 	0.626428280006 	0.745017 	
500 	0.720710721536 	0.757472441991 	0.559164816818 	0.480154438689 	0.848166277724 	0.6293756047585 	0.770878 	
750 	0.726751736294 	0.761628274854 	0.562875694894 	0.48876568691 	0.851252692951 	0.635005348238 	0.789435 	
