pw-scores/IMS-800-2-semcor.txt	0.943632	632
pw-scores/IMS-800-2-uniform.txt	0.917713	632
pw-scores/IMS-800-3-semcor.txt	0.93768	167
pw-scores/IMS-800-3-uniform.txt	0.863203	167
pw-scores/IMS-800-4-semcor.txt	0.914478	62
pw-scores/IMS-800-4-uniform.txt	0.846527	62
pw-scores/IMS-800-5-semcor.txt	0.891442	29
pw-scores/IMS-800-5-uniform.txt	0.793742	29
pw-scores/IMS-800-6-semcor.txt	0.864579	30
pw-scores/IMS-800-6-uniform.txt	0.740744	30
